"Genus","ACM01","ACM07","ACM11","ACM14","ACM16","ACM21","ACM22","ACS01","ACS02","ACS03","ACS05","ACS07","ACS13","ACS15","ACS16","ACS19","ACS21","ACW01","ACW02","ACW06","ACW09","ACW10","ACW16","ACW19","ACW20","APM02","APM19","APM21","APW05","APW06","TCM01","TCM02","TCM03","TCM04","TCM05","TCM06","TCM09","TCM10","TCM12","TCM13","TCS04","TCS06","TCS09","TCS10","TCS11","TCS13","TCS16","TCS17","TCW01","TCW02","TCW03","TCW07","TCW09","TCW11","TCW12","TCW13","TCW14","TCW17","TPS03","TPS13"
"Butyricicoccus",0,0,0,0,0,819.718795844582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069.62317490539,0,0,1375.87671195044,1039.63732714719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyrivibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208.7627334375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caecibacterium",0,4266.24355861335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.953871356425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calidifontimicrobium",0,0,0,0,0,0,0,0,0,0,0,2303.88176110706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181.69827054839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446.2518985552,0,0,0,0,0,0,1408.43274632581,0,0,0
"Candidimonas",0,0,0,0,0,0,381.112059197767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carltongylesvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391.71926870329,1841.11063956408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.02491562639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caryophanon",0,0,2454.18363278661,1060.12304799173,1494.23505901571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352.56270024939,0,3374.70125653978,1521.93660424226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catenulispora",0,0,0,0,0,0,0,3588.10510650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982.07727424076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caulobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5077.92911793802,6450.47203452729,0,0,0,0,5137.48715778376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513.0632106938,0,0,0,0,0,1601.95908653361,0,3451.34642611589,0,0,0,0,0,0,0
"Cellulomonas",0,820.251006778849,2858.54924469199,2312.99574107287,325.337800293569,654.179476975725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.189860431379,0,0,0,0,0,0,0,0,0,0,1209.86545819967,0,0,0,0,8289.43367966152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cellulosimicrobium",0,0,0,0,1987.16047349938,0,0,0,0,0,0,0,0,0,5173.69917077373,0,0,0,0,0,0,0,0,0,0,2166.92559675638,6481.65080391123,7177.77512943806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624.31339419528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chakrabartia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3514.20487557549,0,2437.59578826156,501.031214293129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chelatococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860.79572328579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chishuiella",1515.51492216021,0,485.953371597639,725.237873250066,623.622673348904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.32014425983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chryseobacterium",990.29290654225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21730.9048809663,13391.3070144751,0,0,0,6762.84197353055,7434.94534067126,9400.9138646052,0,0,0,0,7783.05737487938,6520.11635730809,0,0,32798.1880014947,0,0,1266.00291040923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418.41696597792,0,6357.31900627158,6348.28181356707,0,0
"Chryseoglobus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10930.0215026217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2965.37662948317,0,0,0,0,0,0,1808.80779168642,0,0
"Chryseomicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640.93580028639,0,0,0,0,0,0
"Citricoccus",0,0,0,0,0,0,495.219721190774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.559800555442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter",0,0,949.2765616748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747.411389882693,0,0,0,0,0,0,0,0,0,0,805.606055034132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clavaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.61221675406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787.04690460413,0,0,0,0,0,0,0
"Cloacibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475.72978009921,0,0,0,0,677.770536248336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297.85099045012,0,7965.08963594296,0,0
"Clostridium",0,0,0,0,0,979.939582380303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella",0,10793.8464228553,0,0,233.287580340097,0,242.525855853124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743.032874168671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comamonas",12705.0912157865,0,12314.3919336961,56648.2886789198,1602.44676796865,0,0,0,0,0,0,0,0,0,0,0,0,11815.6044775829,2448.55650155184,0,0,0,8878.39766781446,0,6924.95301137585,0,486.000668232135,0,0,0,2026.70910518723,0,0,1241.13511274672,2382.70163208134,0,12359.0104554253,15081.1919928789,12270.6306499601,1277.35014457546,0,0,0,0,0,0,0,0,0,0,3465.63555382412,0,0,0,0,11613.4098513916,1831.19047196244,3126.30253059169,0,0
"Conexibacter",0,0,0,0,0,0,0,6677.44350178211,6245.00403366166,10083.0932100528,9133.11723085211,3444.48561117162,5626.9911495048,10186.1386273757,6878.83764518645,0,11075.663414161,0,0,0,1701.70470531101,2085.72493716313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11723.3866822669,4501.13508219386,4503.25169491856,8296.83849351712,4085.75438125702,9844.01714353228,13743.0935966751,6150.94139851802,9886.18050671604,0,0,0,0,2451.93966240559,0,0,0,0,6121.55309739282,4259.22202891485
"Coprococcus_g2",0,0,0,0,0,1387.47212240685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028.28815328301,0,0,1342.4332268412,1140.67624896712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium",0,977.420170136856,0,0,33926.8301137673,0,2515.26427211649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.59196116612,4434.75609761823,2204.72293301658,0,0,600.960642385322,0,7829.71091381372,710.113851527425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP003591_g",0,519.205594376698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crenalkalicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589.405355465123,0,0,0,0,0,0,446.687408219835,0,0,0
"Croceicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.535965900588,0,0,0,0
"Cronosvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.729115803531,0,622.686528082946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cupriavidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872.331132028216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034.76185657901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472.39309807834,0,0,0,0,0,0,0
"Curvibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4652.25010334762,0,0,0,0,0,0,3045.21676681566,9459.87889148096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.641262093134,0,1654.81979364091,1495.11402351758,411.932393039465,3438.54490492498,0,0
"Cutibacterium",0,0,0,0,0,459.38823027462,0,0,0,0,0,0,0,0,0,971.548701395969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dactylosporangium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6835.25313537851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dankookia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769.440793378734,0,0,0,0,691.67033870698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.511048201566,0,0,0,0,0,0,0,0,0,0
"Dechloromonas",0,0,2048.62695869593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881.60103465593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232.80788375483,0,0
"Deinococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22459.2605404579,6397.52586932407,0,0,0,9868.2993720719,10978.5908550276,10647.1843387195,0,0,0,2341.09791807571,1301.78197786786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Delftia",0,0,0,1882.42908783358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691.45366283028,1721.01665827984,709.489898511871,0,0,0,2802.47082117272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3002.68407468826,0,0,0,0,4492.56801706358,0,919.919044878406,0,0
"Demequina",0,0,0,0,0,0,771.638941992317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.805470698137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denitrobacterium",0,0,0,0,0,787.142785304124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795.055467561844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derxia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.590273246657,0,0,0
"Desemzia",0,0,0,0,458.143079463082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.854500672976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desertimonas",0,0,0,0,0,0,0,1320.41262848034,2339.71011436908,8670.61763135281,7341.33401390019,2198.3980861227,3548.35192600501,10197.3878141536,3896.87846894799,0,5612.49910088381,0,0,689.376660656312,1068.18191852578,2028.16434636479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120.92153447887,4960.18145384624,3631.09208944422,1125.81178511323,4852.82371232364,4949.65843508636,8941.75498152882,10121.8775254192,0,0,0,0,2446.10171082843,0,0,1360.00362681218,0,3467.86658635416,1435.13801348253
"Devosia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4082.3332589376,0,0,0,0,1382.68864482433,0,0,0,0,0,0,0,0,2492.22160547872,0,1005.22528427752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhakavirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.480556742248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhillonvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6563.81936882647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diaphorobacter",0,0,0,791.105557723064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dietzia",0,0,0,0,0,0,3549.38849598711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.527687734025,0,0,0,0,0,409.898499412784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dokdonella",0,0,0,0,0,0,0,0,2717.14483240722,0,0,1611.82998691059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213.41925624485,0,0,2275.02334151242,0,0,0,0,0,0,0,0,1847.93716663674,0,5561.16568559984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9297.33694195062
"Duganella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353.80389247991,0,0,4218.85271380723,0,0,0,0,0,0,9795.42133219447,15385.5036034738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29037.8202408966,0,16991.3408795188,0,0,5589.33243992881,0,0
"Dyella",0,0,0,0,0,0,0,0,1247.84539433018,0,0,0,3516.47095631943,0,997.600888050685,0,0,0,0,0,0,0,0,0,0,0,385.845125116729,0,0,0,0,0,0,0,0,0,0,0,0,0,4536.09354589571,1050.05142742503,0,0,1548.37120400812,1944.58872790158,0,2958.0863214247,0,0,0,0,0,0,0,0,0,0,1947.61333369038,0
"Dysgonomonas",0,0,425.804731240578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215.41665134386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dysosmobacter",0,0,495.481869079946,482.567456770598,0,706.699983765442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826.509943706638,0,0,0,0,0,1445.4539099643,0,644.420499624007,2361.57943095971,981.141109251439,772.928092670899,909.926667726769,0,915.872719985457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edaphobacter",0,0,0,0,0,0,0,0,0,0,0,0,6146.65095537974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.70523411017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ellagibacter",0,0,0,0,0,800.439116136964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Empedobacter",1764.92202454863,0,565.754538011957,1270.89963830533,3072.43959348516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598.65760349782,0,0,0,0,0,0,0,0,0,0,0,559.619473344321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emticicia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288.7725289594,0,1353.35025431817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604.34712113886,0,0,0
"Enhydrobacter",5871.33661034383,0,0,0,0,0,0,1581.73120766579,2823.05763593833,5050.21970068506,4408.62900495753,1472.82813482839,6570.66785219795,6881.69001137174,2456.05001242913,0,4952.93712228771,0,0,864.374749035702,3578.12533612557,5337.89831726894,0,0,0,0,0,0,4757.66492822631,0,0,0,0,0,0,0,0,0,0,0,0,2491.95131435256,3868.40238384204,3596.24057568831,2497.86323159687,5048.02385146497,6695.61107197194,6221.37202521861,0,0,0,4521.59512619529,0,0,0,0,672.879884065848,0,3342.86798557958,2605.86658163975
"Enorma",0,2144.85082134832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enteractinococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.20693975061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter",0,0,2145.10299570428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855.55945127581,0,0,0,2700.18232642795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.91806972684,0,0,0,0,0,2803.19138831835,0,0,0
"Enterococcus",0,6679.29847464722,1100.54145920642,0,17968.7650736655,8080.18024711683,5227.86324682154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2953.87088771325,11965.5772630171,1551.08963471264,0,0,0,0,285.146782200198,0,0,0,0,0,0,1657.33989010134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilithonimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802.387223659262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206.9493020295,0,0
"Erysipelothrix",1489.10711131909,0,10662.9842137938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6847.13899574494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erythrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.130283207684,0,0,0,0,726.537189503279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia",2240.26261968891,0,0,7937.40265101984,11792.6169188484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88670.0389054742,9341.83041222332,9195.41076975502,0,0,0,0,0,0,0,0,0,0,2064.23739801367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exiguobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38384.3946564571,268411.806332289,0,3595.17079227226,0,34362.1734737132,0,48595.5676056675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3159.82755600666,0,0,133712.442923185,8150.05489893652,9667.00262306004,21086.6083905818,21912.5621540397,0,0
"Faecalibacterium",0,779.590327701156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414.31337054338,0,0,0,0,0,0,352.102977553281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalicoccus",0,1293.32236912509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.590501353374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalitalea",0,553.610784365515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Falsochrobactrum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.804790764932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Felsduovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.169029824894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fermentimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.465305887475,0,0,1770.59224653975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibrella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.345019456642,0,0,0,0,0,0,0,0,0,3324.53021068046,209.890548870278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fimbriimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.04769468748,0,0,0,0,0,0
"Flaviflexus",0,0,0,0,1964.3235868697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavimobilis",0,537.972061643325,0,0,1662.87668335795,0,389.397103962936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099.52178207022,463.26377239906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
