"Genus","ACM01","ACM07","ACM11","ACM14","ACM16","ACM21","ACM22","ACS01","ACS02","ACS03","ACS05","ACS07","ACS13","ACS15","ACS16","ACS19","ACS21","ACW01","ACW02","ACW06","ACW09","ACW10","ACW16","ACW19","ACW20","APM02","APM19","APM21","APW05","APW06","TCM01","TCM02","TCM03","TCM04","TCM05","TCM06","TCM09","TCM10","TCM12","TCM13","TCS04","TCS06","TCS09","TCS10","TCS11","TCS13","TCS16","TCS17","TCW01","TCW02","TCW03","TCW07","TCW09","TCW11","TCW12","TCW13","TCW14","TCW17","TPS03","TPS13"
"Parapedobacter",0,0,0,0,0,0,398.058741671976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pararheinheimera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41470.8620202583,0,0,0,0,0,0
"Patulibacter",0,0,0,0,0,0,0,6377.17840358344,4296.20844868923,12211.7186874269,10620.5270167192,2852.98836826865,3261.42319883479,12368.4808622856,7252.93797820546,0,11552.7050967934,0,0,0,1930.39790861241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5266.0813783417,5357.82338091013,1880.28617611834,7312.28322991257,3622.6616847703,11551.4006390596,15747.085298897,3647.71954120129,9768.33199736446,0,0,0,0,2889.7860306923,0,0,0,0,6805.66706109152,2042.00547534362
"Paucibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.41377711805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.736809770633,0,708.018326528654,0,0,0,5839.98205899657,0,0,0
"Pediococcus",0,1792.97956009905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3729.83620946171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter",0,0,0,0,0,0,10039.2146977214,0,0,0,0,0,0,0,0,1012.25604921982,0,0,8462.42631224953,0,0,0,3303.63591791221,0,4186.47398732419,0,0,0,0,307.269236120439,0,0,0,0,0,0,1059.8364921816,0,0,0,0,0,0,0,0,0,0,0,0,0,1920.76816374072,0,2107.21282360266,0,0,0,0,2672.48442131225,0,0
"Pedobacter_g3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.40222317174,0,0,0,0
"Pedococcus",0,0,0,0,0,0,0,0,5440.06672682522,0,0,4078.37348981597,0,0,1874.56797306263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370.29901483381,0,4957.62783177867,4358.34067306212,5181.4517946755,0,0,0,0,0,0,0,0,1037.29605750223,0,0,0,2388.48677696287,0
"Peduovirus",1386.41006915915,345.615772160392,311.462761452899,2163.23342690268,3462.42334977659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42331.5697838259,2779.72679498988,4673.43119382735,0,0,0,0,71.4532532499327,0,0,0,0,3189.46147532079,689.787372821846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pelagibacterium",0,0,0,0,0,0,2371.40576755765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pelomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551.94455675916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919.119786416249,0,0,0,0,0,2827.69082524878,0,0,0
"Peribacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.105625042351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Perlucidibaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.711689791925,0,0,0,0
"Petrimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.708310634245,0,0,663.190028739269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.391418487385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenylobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956.57719288214,0,0,1295.45466714828,0,0,0,0,0,0,0,0,0,1178.15881039061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.986246183841,0,0,0,3619.52997783682,0,0,1783.90086114324,0,0,0
"Phreatobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726.129221691,0,0,0,0,1036.33846024488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.73899438503,0,0,0,0,0,1853.9806458512,0,0,0
"Phycicoccus",0,0,0,0,0,0,0,0,0,0,0,3347.8743948308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420.58101229689,4044.19025109005
"Phyllobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.190870087522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pisciglobus",0,623.203100479259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piscinibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872.783103859699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132.24728987054,0,0,0,0,0,0,2180.44988680779,0,0,0
"Planktophila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904.39096177572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Planktothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442.38517788648,0,0,526759.409481402,0,0,0,0,0,0,0,0
"Plantibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.765282247066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757.249244018295,0,0,0,0,0,0,0
"Polaromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2453.09694314072,0,0,0,0,0,0,0,0,1418.84967991739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458.78981824568,0,0,0,0,0,0,0
"Polyangium",0,0,0,0,0,0,0,1129.44905138328,0,0,0,844.855228613074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polynucleobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888.681019026301,0,5316.76186308774,40153.590957496,43088.9645742089,1868.00285635053,34982.6187739475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9028.50524421286,651.887894835835,0,17591.8310378536,1452.95984117454,5106.26164615259,5715.01588700104,9822.03202092917,2176.46160637726,6738.74639761947,0,0
"Porphyrobacter",0,6197.62581480377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661.8022915572,2763.78982360792,0,0,0,852.167633294692,4414.05943510541,710.871573095146,0,0,0,772.585653921295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17238.0172630765,17981.6233245309,0,0,0,0,2433.17326147149,0,0,0,0
"Pradoshia",0,0,0,3942.35425172072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820.388117263569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella",0,0,0,0,0,598.334887477797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672.58482558624,0,0,0,1034.97753408448,0,0,0,0,599.635820730639,0,0,4041.4224442146,0,1466.37068465757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.858520346387,0,0
"Prochlorococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9889.52910357316,9611.38397904306,9323.86451223829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473.81689196067,0,0,6600.03435818695,0,0,0
"Prolinoborus",0,0,0,2524.46567543355,2654.34889980336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724.30896842699,0,4106.12834058628,3885.56304660865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989.737215536781,0,0
"Protaetiibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4912.49327176139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Providencia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.335348129431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudacidovorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.771135079317,809.669049415346,0,0,0,0,1478.16989625001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudactinotalea",0,0,0,0,0,0,1015.29457667706,0,1580.98930361894,3972.27781167721,2926.96211401653,0,0,0,1228.02500621457,0,0,0,720.067846763749,0,0,0,0,0,0,0,0,0,647.322521714519,0,0,0,0,0,0,0,0,0,0,0,0,1563.55218644629,0,2836.04193188745,1108.5851421367,3014.48316142304,3612.54691470758,0,0,0,0,0,0,0,0,1397.23529350698,1127.54385314675,0,1547.27997715558,0
"Pseudaminobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.048021967957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudarcobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759.03002186517,0,0
"Pseudarthrobacter",0,0,0,0,0,0,0,0,2355.11561306451,0,0,0,0,0,2095.50403930212,0,0,0,3598.71012104326,0,0,0,0,0,759.230183509782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudescherichia",0,0,1040.39281884936,0,0,847.641090593546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoduganella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2854.32812017616,0,0,0,0,0,0,0,12607.9081424836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9795.65702997832,0,4858.39271299789,0,0,2574.86827529915,0,0
"Pseudoflavonifractor",0,0,4133.58131404315,4208.59836580105,0,9439.06525823307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959.50870980345,0,0,0,0,0,20042.3980995798,258.497550218871,3998.69176526401,32580.99523011,17330.8340111135,9915.58564319898,9912.13450043694,0,8600.43457373578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudofulvimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.60567144355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudogracilibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.055088623485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudolabrys",0,0,0,0,0,0,0,2799.12401165956,6826.56160941431,5885.31491124977,8376.96939891193,5940.60397622215,8145.58775466558,0,0,0,0,0,0,0,0,10706.2698884899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7325.30078628635,4566.44315877761,4694.65000101806,10281.1965579944,3918.5546111907,8761.76827082466,11216.3214503954,5734.22685720621,0,0,0,0,0,0,0,0,0,0,6148.57982188462,6243.88569683852
"Pseudomonas",8369.80893603486,0,0,2270.00841015365,1007.2823687275,0,2178.21358735166,0,0,0,0,0,12111.5803835517,0,0,0,0,11752.3809446842,20828.2068345578,0,14169.0354219343,0,7535.7381990769,26334.1750604298,11065.831737452,0,3364.24111218799,1539.83626372319,0,76351.1414631047,1126.80120447248,0,0,3595.92895299901,0,0,888.945696844624,0,0,0,0,0,0,0,0,0,0,0,0,0,17016.151863769,0,73019.8150408197,130375.08060491,7436.35206561176,10193.1829098955,16150.826480622,26732.6017876401,0,0
"Pseudonocardia",0,0,0,0,0,0,0,0,4833.4752156925,0,0,1703.51205956055,0,0,3670.52065875171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14023.2575701445
"Pseudorhodobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.73399129789,0,0,0,0,0,0,0
"Pseudorhodoferax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.182493888287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.000331661732,0,0,0,0
"Pseudorhodoplanes",0,0,0,0,0,0,0,2775.25356452243,4078.60577961622,6698.107875835,7842.88017078203,3631.79307142423,9156.21449369846,8031.91935941058,3436.03023262023,0,7027.0313946025,0,0,0,0,5772.98866536223,0,0,0,0,0,0,880.732084832736,0,0,0,0,0,0,0,0,0,0,0,6457.3053039252,4567.72370929886,4743.17351524047,6109.90600533356,1811.83750835505,5351.94305544451,6635.29025150372,9672.47273354742,0,0,0,0,0,0,0,0,0,0,3349.62466670253,3295.56109866298
"Pseudorivibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572.033364608054,0,0,0
"Pseudoxanthomonas",4031.59245507867,2212.87926518984,0,0,0,0,694.813981442569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.54581939688,0,0,3843.06108634996,0,0,0,0,0,0,0,0,12967.9091759388,0,0,0,0,0,0,0,438.645113320424,0,0,0,0,0,0,0,0,0
"Psychrobacillus",0,0,0,2059.92516388714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028.48038294546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.32058096208,0,0,0,1703.43407115573,0,0
"Punavirus",0,0,0,0,7320.80318004006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56572.2361153184,1962.0635085723,3696.7323700346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pusillimonas",0,0,0,0,0,0,1216.01861576046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rahnella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.21837305699,0,0,0,0,0,0,0
"Ramlibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163.54382795885,0,0,0,0,2943.29459092071,0,0,0,0,1423.35595790739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151.44342246611,0,0,0,0,2363.54141327603,2566.74333422239,0,0,0
"Rhabdaerophilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759.44179752228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.617687958179,0,0,0,0,0,0,0,0,0,0
"Rheinheimera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10460.8544472353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29734.6333663154,0,0,0,0,0,0
"Rhizobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.141551189505,0,0,0
"Rhizobium",2021.66462994847,764.733541115076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10583.5166047519,6110.80202083896,0,0,0,0,2186.25992869489,420.719910607332,0,0,0,2533.27179170971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484.68991637952,0,0,0,0,0,4385.88586888295,0,0,2434.42580767412,0,0,0,0,0,0
"Rhodobacter",0,1458.31089384419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625.09789312261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306.29124318194,0,0,0,0,0,0,0,0,0,0,0,1518.8652313041,0,0,0,0,0,0,877.252385031621,0,0
"Rhodoblastus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.48538119814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodococcus",0,0,0,1291.00661567077,0,0,0,0,0,0,0,2301.91010363072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.75175410935,1249.59307028694,0,630.329610713877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129.01040551116,0,0,3565.55047671727,19209.3070243079,0,0,0,0,0,0,0,0,0,0,0
"Rhodoferax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20952.0550505932,0,0,0,0,0,0,0,0,594.061859500796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184.29807598776,0,1109.205662875,0,0,0,0,0
"Rhodoluna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3573.41463993371,0,0,0,15966.2921123259,2016.46643459849,0,3858.3262737963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70701.5240025092,21363.8393114405,0,0,0,0
"Rhodopila",0,0,0,0,0,0,0,1618.16504803299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201.81168059792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodoplanes",0,0,0,0,0,0,0,0,4084.38284162701,12538.8182951258,12628.6259425553,0,0,10155.2033637366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5099.15217561762,0,4212.67672524603,1894.93072741831,0,7211.68920264445,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodopseudomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.736658619829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911.9987458163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodovarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.488077016086,0,0,0,0,0,0,510.499895108383,0,0,0
"Rickettsiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.629303217673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rivibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925.963436352942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648.950201482643,0,0,0
"Romboutsia",0,1881.33834347942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseateles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346.46170893719,0,0,0,0,915.787921023029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201.75194706085,0,0,0,0,0,1755.41314378229,0,0,0
"Roseburia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.330992651031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseiarcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774.14789393443,4454.17395265924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685.74477881507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseivivax",0,0,0,0,0,0,0,0,0,0,0,1001.60199798236,0,0,1420.49691668087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseomonas",0,1219.8203723308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745.35453822417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4622.91195751713,0,0,0,0,0,0,1952.54814792012,0,0,0
"Rothia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.603806228738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruania",0,0,0,0,0,0,5055.38367852848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.323800711285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rubritepida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092.95564644132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503.28135440623,401.337668115336,0,0,0,0,0,1040.37143802222,0,0,0
